"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","scatter","Scattershot","reserve-cell","Reserve cell","allowed with prerequisites","","scatter > capacitor > reserve-cell","capacitor > reserve-cell > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","countershot","Countershot","allowed with prerequisites","","scatter > countershot","countershot > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","reprisal","Reprisal","allowed with prerequisites","","scatter > countershot > reprisal","countershot > reprisal > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","rivet","Rivet","allowed with prerequisites","","scatter > deadeye > rivet","deadeye > rivet > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","fracture","Fracture","allowed with prerequisites","","scatter > deadeye > rivet > fracture","deadeye > rivet > fracture > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","fuse","Fuse","allowed with prerequisites","","scatter > shellshock > fuse","shellshock > fuse > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","linked-fuse","Linked fuse","allowed with prerequisites","","scatter > shellshock > fuse > linked-fuse","shellshock > fuse > linked-fuse > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","afterimage","Afterimage","allowed with prerequisites","","scatter > crossfire > afterimage","crossfire > afterimage > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","parallax","Parallax","allowed with prerequisites","","scatter > crossfire > afterimage > parallax","crossfire > afterimage > parallax > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","rail-spike","Rail spike","allowed with prerequisites","","scatter > deadeye > capacitor > rail-spike","deadeye > capacitor > rail-spike > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","tether","Tether rounds","allowed with prerequisites","","scatter > tether","tether > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","snapback","Snapback","allowed with prerequisites","","scatter > tether > snapback","tether > snapback > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","orbit","Orbit","allowed with prerequisites","","scatter > crossfire > recall > orbit","crossfire > recall > orbit > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","arc-coil","Arc Coil","allowed with prerequisites","","scatter > arc-coil","arc-coil > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","daisy-chain","Daisy Chain","allowed with prerequisites","","scatter > arc-coil > daisy-chain","arc-coil > daisy-chain > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","implosion","Implosion","allowed with prerequisites","","scatter > shellshock > fuse > implosion","shellshock > fuse > implosion > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","ramjet","Ramjet","allowed with prerequisites","","scatter > ramjet","ramjet > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","cinder","Cinder rounds","allowed with prerequisites","","scatter > cinder","cinder > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","crosswind","Crosswind","allowed with prerequisites","","scatter > crosswind","crosswind > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","wrecking-ball","Wrecking Ball","allowed with prerequisites","","scatter > ramjet > wrecking-ball","ramjet > wrecking-ball > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","flashpoint","Flashpoint","allowed with prerequisites","","scatter > cinder > flashpoint","cinder > flashpoint > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","slipstream","Slipstream","allowed with prerequisites","","scatter > crosswind > slipstream","crosswind > slipstream > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","grindshot","Grindshot","allowed with prerequisites","","scatter > grindshot","grindshot > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","corner-cutter","Corner Cutter","allowed with prerequisites","","scatter > grindshot > corner-cutter","grindshot > corner-cutter > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","tripwire","Tripwire","allowed with prerequisites","","scatter > tripwire","tripwire > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","tension","Tension","allowed with prerequisites","","scatter > tripwire > tension","tripwire > tension > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","scatter","Scattershot","cutting-torch","Cutting Torch","allowed with prerequisites","","scatter > cutting-torch","cutting-torch > scatter","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
